Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Tarik Skubal","DET",15.1378,7.34864,15.1217,2.59012,29.563,29.563,0,0,,189.895,744.901,142.724,58.58,54.65,15.7364,37.0224,0.495198,7.32115,234.86,11.1311,1.75466,6.34372,0.745821,0.315289,0.049701,0.265588466078043,0.203729,0.946555,0.282218,0.768259,,,2.43941,6.88315,6.40181,6.550000190734863,,,,,,,1175.4,6.186315789473685,1080,5.684210526315789,,,,,,,,,,,,,,,,,,,"Tarik Skubal","22267",669373
"Paul Skenes","PIT",13.2293,8.71577,14.4144,3.09995,29.841,29.841,0,0,,184.619,745.536,149.969,67.87,63.59,17.0948,47.4333,0.461194,5.08784,220.057,10.7276,2.31233,4.63929,0.833355,0.295166,0.0636231,0.23154301941394806,0.216401,1.06924,0.291479,0.746715,,,2.80842,5.81934,4.95502,10.029999732971191,,,,,,,1053.9,5.696756756756757,988,5.34054054054054,,,,,,,,,,,,,,,,,,,"Paul Skenes","33677",694973
"Cristopher Sánchez","PHI",13.7863,8.20577,15.2133,3.06984,29.219,29.219,0,0,,187.339,759.033,164.792,69.02,63.9,13.9809,44.1818,0.47351,6.00231,190.779,9.16524,2.12255,4.31804,0.671659,0.251344,0.058208,0.19313620030879974,0.232479,1.11549,0.299176,0.738931,,,2.87223,5.18833,4.98604,27.280000686645508,,,,,,,1014.5999999999999,5.42566844919786,985,5.267379679144385,,,,,,,,,,,,,,,,,,,"Cristopher Sanchez","20778",650911
"Logan Webb","SFG",13.5841,9.03909,16.1531,3.36016,30.043,30.043,0,0,,194.428,798.239,179.029,78.08,72.59,16.4636,47.551,0.851416,5.8397,193.072,8.93722,2.20112,4.06031,0.762094,0.241872,0.0595699,0.18230225145816803,0.240356,1.16537,0.303683,0.729618,,,3.0737,5.00623,4.4338,63,,,,,,,997.4000000000002,5.141237113402063,986,5.082474226804123,,,,,,,,,,,,,,,,,,,"Logan Webb","17995",657277
"Garrett Crochet","BOS",12.7657,8.1974,13.9531,3.25995,28.502,28.502,0,0,,176.8,713.29,146.696,68.88,64.04,20.1624,40.5654,0.511547,5.986,209.854,10.6826,2.06498,5.17324,1.02637,0.294206,0.0568708,0.23733554035425186,0.22002,1.05917,0.289734,0.744377,,,3.03365,4.9878,4.28494,11.239999771118164,,,,,,,960.5999999999999,5.4271186440677965,904,5.107344632768362,,,,,,,,,,,,,,,,,,,"Garrett Crochet","27463",676979
"Chris Sale","ATL",10.8008,7.40978,12.0991,3.57979,25.052,25.052,0,0,,153.336,632.695,127.687,65.34,60.99,16.5691,41.0118,0.404832,11.7527,199.555,11.7128,2.40717,4.8658,0.972517,0.315404,0.0648207,0.2505836859345436,0.220177,1.10019,0.305432,0.710361,,,2.96937,4.39014,3.10414,38.720001220703125,,,,,,,831.3000000000002,5.4333333333333345,785,5.130718954248366,,,,,,,,,,,,,,,,,,,"Chris Sale","10603",519242
"Bryan Woo","SEA",13.1276,8.458,14.5591,3.38006,29.306,29.306,0,0,,182.553,731.912,150.519,73.26,68.56,24.2308,36.6839,0.492619,7.36917,188.024,9.2697,1.80854,5.12551,1.1946,0.256894,0.0501207,0.20677315443754196,0.218823,1.02547,0.265532,0.743365,,,3.52468,4.34399,4.24524,38.7599983215332,,,,,,,910.4,4.974863387978142,847,4.628415300546448,,,,,,,,,,,,,,,,,,,"Bryan Woo","30279",693433
"Hunter Greene","CIN",10.827,9.03369,12.7294,3.59014,27.716,27.716,0,0,,165.754,676.823,133.52,70.54,66.12,21.8547,47.5466,0.442159,6.62471,209.264,11.3625,2.58165,4.40123,1.18665,0.309185,0.0702496,0.23893526941537857,0.214438,1.09238,0.2852,0.734543,,,3.30466,4.2999,3.31395,42.59000015258789,,,,,,,862.4000000000002,5.195180722891568,797,4.801204819277109,,,,,,,,,,,,,,,,,,,"Hunter Greene","22182",668881
"Dylan Cease","TOR",12.5869,8.32403,12.8036,3.37017,29.436,29.436,0,0,,172.727,709.148,133.349,69.18,64.68,18.9054,63.8142,0.591874,4.50095,204.118,10.6356,3.32506,3.19862,0.985074,0.287835,0.0899871,0.19784776121377945,0.208087,1.14147,0.273912,0.749774,,,3.38108,4.25068,4.00902,79.97000122070312,,,,,,,901.7,5.2121387283236995,819,4.734104046242774,,,,,,,,,,,,,,,,,,,"Dylan Cease","18525",656302
"Max Fried","NYY",13.5192,7.5961,14.2546,3.23975,28.454,28.454,0,0,,178.486,734.681,150.382,69.04,64.25,14.3993,54.8304,0.466946,9.31386,171.693,8.65748,2.76478,3.13135,0.726074,0.233698,0.0746316,0.15906592458486557,0.224271,1.14974,0.280698,0.735855,,,3.33817,4.21115,4.35878,53.54999923706055,,,,,,,907,5.095505617977528,860,4.831460674157303,,,,,,,,,,,,,,,,,,,"Max Fried","13743",608331
"Jesús Luzardo","PHI",11.355,9.40192,13.3321,3.68022,29.034,29.034,0,0,,173.264,717.616,150.921,76.46,70.85,20.5387,50.9595,0.483546,6.96211,191.731,9.95927,2.64703,3.76243,1.06686,0.267179,0.0710123,0.1961662545800209,0.228774,1.16516,0.291406,0.724445,,,3.46587,3.98386,3.2353,75.62000274658203,,,,,,,839.3000000000001,4.851445086705203,802,4.635838150289017,,,,,,,,,,,,,,,,,,,"Jesus Luzardo","19959",666200
"Yoshinobu Yamamoto","LAD",12.8769,6.2536,12.3218,3.35988,26.35,26.35,0,0,,159.702,654.227,132.139,63.82,59.62,15.8926,51.2068,0.385998,4.07787,177.226,9.98756,2.88576,3.46099,0.895624,0.270893,0.0782706,0.19262287020683289,0.220621,1.14805,0.286445,0.741953,,,3.24788,3.83485,3.68963,27.030000686645508,,,,,,,833,5.20625,781,4.88125,,,,,,,,,,,,,,,,,,,"Yoshinobu Yamamoto","33825",808967
"Cole Ragans","KCR",10.434,7.7995,11.1217,3.39018,25.705,25.705,0,0,,150.417,613.657,113.968,60.39,56.66,18.9182,49.0031,0.491888,6.83633,190.249,11.3833,2.93203,3.88239,1.13194,0.310025,0.0798542,0.23017094284296036,0.20431,1.08346,0.272622,0.751589,,,3.35424,3.82692,3.45387,45.099998474121094,,,,,,,791.9,5.279333333333333,715,4.766666666666667,,,,,,,,,,,,,,,,,,,"Cole Ragans","21846",666142
"Framber Valdez","DET",12.8073,8.55525,15.2552,3.31991,28.348,28.348,0,0,,183.692,758.287,158.072,73.37,67.76,14.0081,58.6255,0.505298,9.85324,167.321,8.19789,2.87236,2.85406,0.686325,0.220656,0.077313,0.14334319531917572,0.229153,1.17968,0.283322,0.727232,,,3.42311,3.8142,4.31833,94.5199966430664,,,,,,,905.6000000000001,4.9217391304347835,865,4.701086956521739,,,,,,,,,,,,,,,,,,,"Framber Valdez","17295",664285
"Logan Gilbert","SEA",11.4308,8.39521,12.4164,3.56015,27.857,27.857,0,0,,164.496,662.966,133.615,69.73,65.07,24.4804,38.7751,0.519225,6.07056,200.299,10.9589,2.12148,5.16566,1.33939,0.302125,0.0584872,0.24363818764686584,0.216162,1.04799,0.277454,0.74328,,,3.45237,3.79498,3.28932,32.900001525878906,,,,,,,835.0000000000001,5.091463414634147,773,4.713414634146342,,,,,,,,,,,,,,,,,,,"Logan Gilbert","22250",669302
"George Kirby","SEA",11.2422,8.6155,12.5653,3.68979,27.913,27.913,0,0,,165.058,675.834,149.78,72.31,67.67,19.7497,34.8969,0.44867,7.01164,160.241,8.73733,1.9028,4.59183,1.07688,0.2371,0.0516353,0.18546514958143234,0.236273,1.11886,0.286451,0.715588,,,3.5107,3.78791,3.13798,68.58999633789062,,,,,,,779,4.721212121212122,759,4.6,,,,,,,,,,,,,,,,,,,"George Kirby","25436",669923
"Hunter Brown","HOU",11.6975,9.43271,14.1013,3.73991,29.207,29.207,0,0,,178.103,742.7,154.028,78.77,74.01,19.6175,61.2947,0.548066,6.84819,188.296,9.51506,3.09738,3.07197,0.991324,0.253528,0.0825294,0.17099881917238235,0.228339,1.20898,0.288036,0.726893,,,3.6004,3.69897,3.24273,37.45000076293945,,,,,,,842.8000000000001,4.734831460674157,802,4.50561797752809,,,,,,,,,,,,,,,,,,,"Hunter Brown","25880",686613
"Jacob deGrom","TEX",10.4008,7.83738,11.6189,3.44991,25.385,25.385,0,0,,152.065,609.901,120.233,61.92,58.29,19.2836,39.1552,0.439985,2.47699,168.661,9.98225,2.31741,4.30751,1.1413,0.276539,0.0641993,0.21233944594860077,0.211578,1.04816,0.265431,0.736214,,,3.38675,3.64215,3.36935,46.279998779296875,,,,,,,794.0999999999999,5.224342105263157,728,4.7894736842105265,,,,,,,,,,,,,,,,,,,"Jacob deGrom","10954",594798
"Sonny Gray","BOS",11.1777,8.93504,12.9816,3.71992,28.117,28.117,0,0,,168.052,694.187,150.774,74.69,69.46,20.0373,46.0049,0.423684,4.86425,170.779,9.14607,2.46379,3.7122,1.0731,0.246014,0.0662716,0.17974192649126053,0.234369,1.17094,0.288919,0.723589,,,3.5608,3.56701,3.01264,132.24000549316406,,,,,,,793.6,4.723809523809524,769,4.5773809523809526,,,,,,,,,,,,,,,,,,,"Sonny Gray","12768",543243
"Joe Ryan","MIN",9.95943,10.0519,13.4,4.13022,27.978,27.978,0,0,,168.485,697.694,150.848,82.75,77.32,26.991,40.7635,0.441096,7.4318,186.474,9.96093,2.17747,4.57454,1.44179,0.267272,0.058426,0.2088460959494114,0.232253,1.13726,0.284054,0.707702,,,3.86233,3.52509,2.16974,72.06999969482422,,,,,,,746.4999999999999,4.4434523809523805,717,4.267857142857143,,,,,,,,,,,,,,,,,,,"Joe Ryan","21390",657746
"Chase Burns","CIN",8.44268,8.86107,5.54034,3.46017,29.052,24.272,0,0.6505,,131.586,536.728,106.177,53.97,50.59,16.1471,40.2124,0.773664,2.1268,162.41,11.1083,2.75038,4.0388,1.10441,0.302593,0.0749214,0.22767146676778793,0.214764,1.1125,0.285057,0.746622,,,3.22717,3.4237,2.84085,102.4800033569336,,,,,,,706.4000000000002,5.351515151515153,654,4.954545454545454,,,,,,,,,,,,,,,,,,,"Chase Burns","35333",695505
"Zack Wheeler","PHI",9.07117,5.80833,10.0362,3.18014,20.074,20.074,0,0,,125.966,508.652,96.4496,47.72,44.51,14.4375,36.6987,0.311823,5.1205,150.688,10.7664,2.62205,4.10609,1.03153,0.29625,0.072149,0.22410136461257935,0.206604,1.05702,0.271827,0.756432,,,3.22856,3.38975,3.18152,121.72000122070312,,,,,,,686.6,5.449206349206349,624,4.9523809523809526,,,,,,,,,,,,,,,,,,,"Zack Wheeler","10310",554430
"Ranger Suárez","BOS",10.8365,8.63959,12.9677,3.77979,26.98,26.98,0,0,,164.033,685.047,155.238,74.15,68.89,16.666,44.3342,0.603252,7.28904,143.428,7.86945,2.43249,3.23514,0.914414,0.209369,0.0647171,0.14465195685625076,0.245078,1.21666,0.292761,0.711657,,,3.65133,3.2389,2.85671,174.47999572753906,,,,,,,734.5000000000002,4.4786585365853675,732,4.463414634146342,,,,,,,,,,,,,,,,,,,"Ranger Suarez","17277",624133
"MacKenzie Gore","TEX",9.99885,9.36266,11.3631,3.85984,27.973,27.973,0,0,,157.553,660.4,134.843,72.36,67.57,18.8852,56.2402,0.458793,6.60865,175.541,10.0276,3.21265,3.12128,1.07879,0.265811,0.0851608,0.1806497797369957,0.22566,1.21282,0.287648,0.721091,,,3.66176,3.15523,2.67527,174.69000244140625,,,,,,,747.5,4.731012658227848,706,4.468354430379747,,,,,,,,,,,,,,,,,,,"MacKenzie Gore","22201",669022
"Pablo López","MIN",9.44525,9.05138,12.0841,3.95012,25.928,25.928,0,0,,154.818,646.108,145.33,72.65,67.95,18.7926,40.1555,0.415925,6.51932,150.332,8.7392,2.33435,3.74374,1.09246,0.232673,0.0621499,0.17052288725972176,0.242446,1.19809,0.294062,0.708873,,,3.67554,3.08603,2.3744,146.3800048828125,,,,,,,695.3,4.485806451612903,687,4.432258064516129,,,,,,,,,,,,,,,,,,,"Pablo Lopez","17085",641154
"Nick Pivetta","SDP",11.749,8.8306,13.442,3.87003,28.771,28.771,0,0,,172.301,708.653,145.218,79.13,74.09,26.342,50.5274,0.683644,3.54481,175.319,9.15762,2.63926,3.46978,1.37595,0.247397,0.0713005,0.1760963276028633,0.221849,1.13607,0.262466,0.734047,,,4.02907,3.07566,2.84708,97.97000122070312,,,,,,,761,4.424418604651163,707,4.1104651162790695,,,,,,,,,,,,,,,,,,,"Nick Pivetta","15454",601713
"Kevin Gausman","TOR",11.5204,9.56655,14.6688,4.17003,29.1,29.1,0,0,,179.373,749.205,163.844,88.61,83.11,25.1873,54.705,0.618598,3.05176,174.625,8.76176,2.74481,3.19212,1.26377,0.23308,0.0730174,0.16006264835596085,0.236957,1.2184,0.28203,0.708938,,,3.9795,3.07406,2.25363,122.66000366210938,,,,,,,766.7000000000002,4.283240223463688,746,4.167597765363128,,,,,,,,,,,,,,,,,,,"Kevin Gausman","14107",592332
"Blake Snell","LAD",10.576,5.99827,9.87346,3.59021,23.781,23.781,0,0,,136.07,564.502,109.282,58.28,54.28,14.5976,53.9112,0.452903,2.97205,157.741,10.4334,3.56582,2.92595,0.965521,0.279434,0.0955022,0.1839321255683899,0.215283,1.19933,0.282404,0.73491,,,3.46538,3.06983,2.73184,98.20999908447266,,,,,,,683.5000000000001,5.025735294117648,630,4.632352941176471,,,,,,,,,,,,,,,,,,,"Blake Snell","13543",605483
"Freddy Peralta","NYM",11.0212,8.86483,12.2096,3.81983,28.348,28.348,0,0,,163.892,682.913,132.321,74.26,69.56,22.0083,63.2892,0.429038,7.0128,180.27,9.89941,3.47548,2.84836,1.20857,0.263973,0.0926754,0.17129728943109512,0.215995,1.19353,0.268838,0.736355,,,3.96784,3.04943,2.85596,57.720001220703125,,,,,,,749.8,4.5719512195121945,684,4.170731707317073,,,,,,,,,,,,,,,,,,,"Freddy Peralta","18679",642547
"Shohei Ohtani","LAD",8.71945,5.02956,6.3472,3.25022,21.223,21.223,0,0,,107.965,440.809,84.2148,41.79,38.99,12.0933,36.3394,0.275962,2.89288,135.892,11.328,3.02926,3.73953,1.0081,0.308279,0.0824379,0.22584091871976852,0.20971,1.1166,0.2844,0.760099,,,3.16409,2.85251,2.61466,1.2799999713897705,,,,,,,588.2,5.446296296296297,539,4.9907407407407405,,,,,,,,,,,,,,,,,,,"Shohei Ohtani","19755",660271
"Emmet Sheehan","LAD",9.06307,6.72904,2.84312,3.60016,34.443,23.107,0,0.7767,,134.194,550.362,103.013,57.33,53.68,18.7494,46.5755,1.16004,4.94094,158.582,10.6357,3.12368,3.40484,1.25747,0.288142,0.0846271,0.20351484417915344,0.206503,1.11472,0.262084,0.748005,,,3.73968,2.75328,2.57955,126.44999694824219,,,,,,,656.0999999999999,4.896268656716417,589,4.395522388059701,,,,,,,,,,,,,,,,,,,"Emmet Sheehan","29839",686218
"Eury Pérez","MIA",8.26014,9.93858,9.7474,3.98978,26.868,26.868,0,0,,144.008,597.418,121.012,68.31,63.84,20.2892,46.1069,0.442007,5.75754,149.541,9.34579,2.88152,3.24335,1.268,0.250312,0.077177,0.17313528805971146,0.221816,1.16049,0.268078,0.712321,,,3.97031,2.72898,2.18625,84.97000122070312,,,,,,,649.0000000000001,4.5069444444444455,604,4.194444444444445,,,,,,,,,,,,,,,,,,,"Eury Perez","27768",691587
"Nathan Eovaldi","TEX",9.90147,8.15793,12.27,3.7902,24.852,24.852,0,0,,152.968,628.812,132.493,68.59,64.42,19.5429,41.101,0.505095,7.47533,149.617,8.80283,2.41821,3.64022,1.14982,0.237936,0.065363,0.1725727617740631,0.228344,1.13484,0.274767,0.718055,,,3.79249,2.72545,2.66918,150.72000122070312,,,,,,,699,4.568627450980392,661,4.3202614379084965,,,,,,,,,,,,,,,,,,,"Nathan Eovaldi","9132",543135
"Nolan McLean","NYM",10.2071,7.97098,11.4952,3.78991,25.638,25.638,0,0,,150.985,634.788,133.572,68.02,63.58,16.0935,53.0652,0.428334,8.99883,148.055,8.82533,3.16314,2.79005,0.959313,0.233235,0.0835951,0.149639792740345,0.233222,1.23613,0.287531,0.722807,,,3.79281,2.72111,2.64379,94.37999725341797,,,,,,,682.2000000000002,4.517880794701988,657,4.3509933774834435,,,,,,,,,,,,,,,,,,,"Nolan McLean","33703",690997
"Michael King","SDP",10.6432,8.76449,11.7057,3.9798,27.969,27.969,0,0,,159.091,672.112,138.876,75.45,70.35,20.3876,58.6234,0.671749,8.69208,159.054,8.99788,3.31641,2.71314,1.15335,0.236647,0.0872226,0.14942459017038345,0.229624,1.24142,0.278563,0.72237,,,4.07094,2.68122,2.42313,127.55000305175781,,,,,,,683.2000000000002,4.2968553459119505,649,4.081761006289308,,,,,,,,,,,,,,,,,,,"Michael King","19853",650633
"Braxton Ashcraft","PIT",7.06945,8.76191,2.83484,3.81693,36.617,22.24,0,0.6612,,133.293,558.787,124.681,60.54,56.53,12.9036,40.0166,1.4019,4.2976,124.067,8.37704,2.70194,3.10038,0.871256,0.222029,0.0716134,0.1504153087735176,0.242347,1.23561,0.296097,0.710331,,,3.52942,2.66558,2.04652,268.239990234375,,,,,,,619.3000000000001,4.65639097744361,616,4.631578947368421,,,,,,,,,,,,,,,,,,,"Braxton Ashcraft","23793",677952
"Jack Flaherty","DET",9.54314,9.58738,11.4783,4.05983,27.587,27.587,0,0,,156.221,654.335,138.72,75.48,70.47,23.1776,49.1453,0.484263,6.25757,169.064,9.73992,2.8313,3.44009,1.33528,0.258376,0.0751073,0.18326875567436218,0.231612,1.20256,0.284103,0.723122,,,3.96338,2.64944,2.22929,227.2100067138672,,,,,,,683.1,4.378846153846154,654,4.1923076923076925,,,,,,,,,,,,,,,,,,,"Jack Flaherty","17479",656427
"Tanner Bibee","CLE",9.62222,11.1837,14.2802,4.31982,29.031,29.031,0,0,,176.278,748.906,169.696,90.71,84.61,23.843,55.5282,0.538258,8.01008,155.595,7.94401,2.83503,2.80209,1.21732,0.207763,0.0741457,0.13361704349517822,0.247598,1.27766,0.288286,0.701164,,,4.20948,2.64581,1.86039,185.92999267578125,,,,,,,685.2,3.8931818181818185,688,3.909090909090909,,,,,,,,,,,,,,,,,,,"Tanner Bibee","30134",676440
"Kris Bubic","KCR",8.14362,8.57705,5.84707,3.79184,29.029,23.136,0,0.6641,,133.178,556.406,119.58,60.25,56.11,15.344,40.0295,1.201,6.35936,129.653,8.7618,2.70514,3.23894,1.03693,0.233019,0.0719429,0.16107618063688278,0.234462,1.19847,0.285562,0.719329,,,3.73082,2.56776,2.24792,213.92999267578125,,,,,,,613.7,4.614285714285715,596,4.481203007518797,,,,,,,,,,,,,,,,,,,"Kris Bubic","21455",663460
"Bubba Chandler","PIT",8.42014,9.8045,6.79489,4.10682,30.188,24.861,0,0.6612,,140.934,596.35,128.684,68.72,64.31,18.0655,46.6369,0.944071,6.53248,140.369,8.96391,2.97822,3.00982,1.15366,0.23538,0.0782039,0.15717610716819763,0.236908,1.24399,0.287509,0.710533,,,3.94134,2.5472,1.83481,150.97000122070312,,,,,,,608.6000000000001,4.31631205673759,593,4.205673758865248,,,,,,,,,,,,,,,,,,,"Bubba Chandler","29868",696149
"David Peterson","NYM",10.4038,8.91077,12.1114,4.02005,27.5,27.5,0,0,,159.804,679.769,153.328,76.58,71.38,16.4008,56.5681,0.530904,5.7709,136.88,7.70893,3.18586,2.41973,0.923677,0.201362,0.0832166,0.11814547330141068,0.248332,1.31346,0.295006,0.713168,,,3.92653,2.53566,2.27852,489.6600036621094,,,,,,,674.4000000000001,4.215000000000001,677,4.23125,,,,,,,,,,,,,,,,,,,"David Peterson","20302",656849
"Matthew Boyd","CHC",9.74195,9.08671,12.0918,4.28007,26.79,26.79,0,0,,156.446,658.224,149.223,79.74,74.4,22.8695,41.3263,0.427091,7.99792,140.92,8.1068,2.37741,3.40993,1.31563,0.214091,0.0627844,0.15130609273910522,0.245069,1.21799,0.283869,0.698971,,,4.17982,2.53342,1.71555,234.27999877929688,,,,,,,619.1000000000001,3.9685897435897446,616,3.948717948717949,,,,,,,,,,,,,,,,,,,"Matthew Boyd","15440",571510
"Merrill Kelly","ARI",10.2859,10.2996,14.0907,4.37983,28.767,28.767,0,0,,174.089,735.071,168.569,90.44,84.72,23.946,52.638,0.54612,3.88918,152.505,7.88418,2.72127,2.89725,1.23796,0.20747,0.0716094,0.1358608976006508,0.248427,1.27065,0.288039,0.696745,,,4.14536,2.51894,1.83578,236.89999389648438,,,,,,,688.0000000000001,3.9540229885057476,693,3.9827586206896552,,,,,,,,,,,,,,,,,,,"Merrill Kelly","11156",518876
"Brandon Woodruff","MIL",8.79678,8.64506,10.8556,4.16971,24.967,24.967,0,0,,143.751,600.288,130.597,71.38,66.6,22.3188,40.1266,0.427123,5.23099,144.224,9.02963,2.51225,3.59423,1.39734,0.240259,0.0668456,0.1734130159020424,0.235339,1.18763,0.278789,0.712256,,,4.09352,2.48379,1.87448,106.76000213623047,,,,,,,607.4000000000001,4.218055555555556,587,4.076388888888889,,,,,,,,,,,,,,,,,,,"Brandon Woodruff","16162",605540
"Edward Cabrera","CHC",8.96594,7.54245,9.25866,3.78011,24.17,24.17,0,0,,133.115,554.036,109.587,59.59,55.91,14.4729,50.0459,0.351459,6.71239,140.526,9.50109,3.38364,2.80795,0.978524,0.253641,0.0903296,0.16331154853105545,0.220373,1.19921,0.277884,0.717818,,,3.71636,2.47389,2.31654,186.69000244140625,,,,,,,637,4.7894736842105265,594,4.466165413533835,,,,,,,,,,,,,,,,,,,"Edward Cabrera","21690",665795
"Jacob Misiorowski","MIL",8.90104,9.30672,5.41546,3.84444,32.43,25.266,0,0.6236,,139.971,594.4,110.468,63.81,59.79,17.543,65.1723,1.06149,8.18361,168.475,10.8328,4.19051,2.58508,1.128,0.283438,0.109644,0.17379382252693176,0.212013,1.25483,0.277367,0.740206,,,3.92942,2.43902,2.27182,122.0999984741211,,,,,,,649.6,4.640000000000001,587,4.192857142857143,,,,,,,,,,,,,,,,,,,"Jacob Misiorowski","31623",694819
"Quinn Priester","MIL",10.0401,9.42907,12.4761,4.10001,27.57,27.57,0,0,,161.868,683.525,158.1,78.87,73.74,18.2842,48.8554,0.447713,6.00792,129.878,7.22134,2.7164,2.65842,1.01662,0.190012,0.0714757,0.11853684484958649,0.251487,1.27855,0.290981,0.70626,,,4.01565,2.43654,2.19923,274.2099914550781,,,,,,,661.5999999999999,4.08395061728395,671,4.1419753086419755,,,,,,,,,,,,,,,,,,,"Quinn Priester","25977",682990
"Spencer Strider","ATL",9.34375,8.85152,11.904,4.43023,25.837,25.837,0,0,,151.773,649.044,139.158,79.54,74.71,20.7127,56.9146,0.521156,7.16095,160.609,9.52395,3.37498,2.82192,1.22825,0.247454,0.08769,0.1597643867135048,0.237891,1.29188,0.293439,0.697488,,,4.05938,2.41159,1.46501,96.20999908447266,,,,,,,635.1,4.17828947368421,617,4.059210526315789,,,,,,,,,,,,,,,,,,,"Spencer Strider","27498",675911
"Trey Yesavage","TOR",9.17479,8.394,6.08754,3.77478,29.564,24.615,0,0.6494,,135.425,562.034,109.369,60.61,56.8,18.636,49.5637,0.81393,5.53617,153.63,10.2098,3.29388,3.09964,1.2385,0.273346,0.0881863,0.18515930324792862,0.215746,1.17358,0.271113,0.740146,,,3.87583,2.41081,2.28614,142,,,,,,,625.9,4.636296296296296,572,4.237037037037037,,,,,,,,,,,,,,,,,,,"Trey Yesavage","35456",702056
"Drew Rasmussen","TBR",8.96306,10.4796,10.7614,4.24982,28.704,28.704,0,0,,154.87,650.811,149.109,78.37,73.13,21.6524,43.6677,0.533264,4.96604,136.172,7.9134,2.53767,3.11837,1.25829,0.209234,0.0670974,0.14213691651821136,0.247617,1.24477,0.286837,0.704201,,,4.13623,2.40522,1.85587,155.8300018310547,,,,,,,614,3.9612903225806453,614,3.9612903225806453,,,,,,,,,,,,,,,,,,,"Drew Rasmussen","25385",656876
"Kyle Bradish","BAL",9.26852,8.05857,10.0995,4.01018,25.232,25.232,0,0,,140.717,594.557,125.392,66.75,62.7,18.194,49.5656,0.427062,7.76224,147.083,9.40717,3.17013,2.96744,1.16365,0.247383,0.0833657,0.1640172079205513,0.233405,1.24333,0.288203,0.723864,,,3.94768,2.38202,2.09733,69.9000015258789,,,,,,,617.0000000000001,4.375886524822696,591,4.191489361702128,,,,,,,,,,,,,,,,,,,"Kyle Bradish","24586",680694
"Cody Ponce","TOR",7.50972,8.23437,3.40827,4.05564,33.916,22.693,0,0.6494,,137.697,579.587,121.418,66.41,62.05,20.017,46.2724,1.44219,6.53718,158.34,10.3492,3.02441,3.4219,1.30833,0.273194,0.0798369,0.1933569386601448,0.230492,1.21782,0.291031,0.725158,,,3.87567,2.37954,1.88676,274.5199890136719,,,,,,,621.6,4.504347826086956,591,4.282608695652174,,,,,,,,,,,,,,,,,,,"Cody Ponce","17920",664074
"Trevor Rogers","BAL",10.1124,8.81606,12.2969,4.19986,26.774,26.774,0,0,,157.891,659.569,146.465,78.84,73.68,23.8156,44.9277,0.665019,4.21983,143.591,8.18486,2.56094,3.19604,1.35752,0.217704,0.0681167,0.149587020277977,0.23994,1.21218,0.276851,0.712129,,,4.21097,2.31375,1.94394,165.66000366210938,,,,,,,635.4,4.021518987341772,619,3.9177215189873418,,,,,,,,,,,,,,,,,,,"Trevor Rogers","22286",669432
"Gavin Williams","CLE",9.06313,10.6294,12.0535,4.17013,28.256,28.256,0,0,,161.326,690.985,142.96,79.83,74.75,19.9269,71.399,0.431459,5.45972,162.255,9.0518,3.98319,2.2725,1.11168,0.234816,0.103329,0.13148684799671173,0.232786,1.32873,0.284835,0.721485,,,4.15864,2.30432,2.03216,146.58999633789062,,,,,,,669.6000000000001,4.159006211180125,641,3.981366459627329,,,,,,,,,,,,,,,,,,,"Gavin Williams","30122",668909
"Zac Gallen","ARI",11.4678,11.3176,11.9705,4.13515,28.533,28.095,0,0,,162.19,683.75,146.884,79.68,74.52,21.6043,56.774,0.542812,4.70429,152.086,8.43933,3.15041,2.6788,1.19883,0.22243,0.0830333,0.13939622044563293,0.236045,1.25568,0.27928,0.714934,,,4.12853,2.30305,2.08441,223.6199951171875,,,,,,,663.9999999999998,4.098765432098764,642,3.962962962962963,,,,,,,,,,,,,,,,,,,"Zac Gallen","19291",668678
"Cade Horton","CHC",8.2097,7.52638,9.04133,4.06017,23.028,23.028,0,0,,127.236,535.144,118.913,61.39,57.4,14.6222,40.07,0.363491,3.74244,112.389,7.94983,2.83434,2.80482,1.03429,0.210017,0.0748771,0.13513990491628647,0.242023,1.24952,0.286263,0.704583,,,3.89551,2.30302,1.82086,195.89999389648438,,,,,,,537.9000000000002,4.235433070866144,532,4.188976377952756,,,,,,,,,,,,,,,,,,,"Cade Horton","31872",690990
"Sean Manaea","NYM",7.2955,8.55093,3.10623,4.18517,33.448,22.556,0,0.7119,,132.059,554.984,117.065,65.73,61.41,20.728,39.1896,1.44142,8.89662,147.265,10.0363,2.67083,3.75776,1.41264,0.265351,0.070614,0.19473663717508316,0.230944,1.18322,0.28426,0.711473,,,4.03771,2.29951,1.51845,279.1000061035156,,,,,,,568.3000000000002,4.3053030303030315,541,4.098484848484849,,,,,,,,,,,,,,,,,,,"Sean Manaea","15873",640455
