Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Nick Lodolo","CIN",9.3772,9.4545,12.9061,4.02683,27.54,27.54,0,0,,154.395,651.731,146.016,74.3693,69.0803,22.2672,42.8689,0.7078,12.598,157.519,9.18209,2.49892,3.67443,1.298,0.241693,0.065777,0.17591584473848343,0.244885,1.22339,0.297132,0.726111,0.422816,,4.04732,2.40235,2.64719,129.69000244140625,,,,,,,637.4000000000001,4.13896103896104,632,4.103896103896104,5.68,5.13,4.77,4.47,4.22,3.98,3.73,3.47,3.13,4.96,4.72,4.56,4.43,4.31,4.19,4.07,3.93,3.75,"Nick Lodolo","26378",666157
"Kris Bubic","KCR",9.1932,8.5687,12.1517,3.88383,34.3,24.3,0,0.6641,,149.332,632.309,143.306,69.9959,64.4421,16.9906,51.9506,0.7507,5.1546,141.204,8.51014,3.13099,2.71804,1.024,0.223315,0.0821601,0.14115439355373383,0.24914,1.30754,0.302908,0.730512,0.450325,,3.87032,2.37247,2.34945,213.92999267578125,,,,,,,636.7,4.273154362416108,639,4.2885906040268456,5.7871,5.09665,4.65777,4.32763,4.03687,3.76281,3.5021,3.22473,2.87205,4.88777,4.63911,4.46045,4.32112,4.19179,4.06245,3.93312,3.78446,3.5858,"Kris Bubic","21455",663460
"Merrill Kelly","ARI",10.4165,10.0466,14.8596,4.12025,29.16,29.16,0,0,,172.667,737.261,173.409,85.4061,79.0477,22.0054,52.8351,1.1096,4.7236,157.922,8.23146,2.75396,2.98896,1.147,0.214201,0.071664,0.14253690838813782,0.255125,1.3103,0.302944,0.720633,0.422988,,3.96276,2.37205,2.45186,236.89999389648438,,,,,,,701.8,4.05664739884393,721,4.167630057803469,5.74,5.22,4.87,4.59,4.35,4.12,3.88,3.62,3.29,5.04,4.82,4.67,4.54,4.43,4.32,4.2,4.07,3.89,"Merrill Kelly","11156",518876
"Trey Yesavage","TOR",10.2146,8.7682,13.5674,3.79014,35.92,25.92,0,0.6494,,160.698,679.992,139.485,73.2318,67.6743,19.5516,65.2362,0.8078,5.8683,177.48,9.93985,3.65359,2.72057,1.095,0.261002,0.0959367,0.16506576538085938,0.229082,1.27395,0.291203,0.741417,0.413752,,3.83536,2.35888,2.35731,142,,,,,,,729.0000000000001,4.527950310559007,690,4.285714285714286,5.6409,4.96942,4.53648,4.20035,3.9223,3.65986,3.40114,3.11554,2.77368,4.85773,4.56897,4.37022,4.21084,4.06208,3.92271,3.77395,3.6052,3.39644,"Trey Yesavage","35456",702056
"Luis Castillo","SEA",11.1114,10.4357,16.3984,3.87195,30.78,30.78,0,0,,181.473,763.135,170.704,84.3593,78.0729,24.9828,51.0033,1.1913,6.7644,171.476,8.50417,2.52946,3.36205,1.239,0.224699,0.0668339,0.1578649878501892,0.242007,1.22171,0.28634,0.735538,0.399641,,3.98997,2.34962,2.03695,172.27999877929688,,,,,,,755.3000000000001,4.172928176795581,748,4.132596685082873,5.4,4.91,4.58,4.32,4.09,3.87,3.64,3.4,3.09,4.73,4.53,4.39,4.27,4.16,4.06,3.95,3.83,3.66,"Luis Castillo","15689",622491
"Tanner Bibee","CLE",10.2919,11.3337,15.7532,4.09187,30.78,30.78,0,0,,182.086,773.19,175.045,89.0954,82.7859,25.7955,55.5962,0.5714,8.3713,171.652,8.48427,2.74796,3.08748,1.275,0.222005,0.071905,0.1500999704003334,0.246813,1.26666,0.291631,0.727639,0.395611,,4.14532,2.30681,2.14249,185.92999267578125,,,,,,,724,3.978021978021978,724,3.978021978021978,5.66,5.15,4.81,4.54,4.3,4.08,3.85,3.6,3.28,4.98,4.77,4.62,4.49,4.38,4.27,4.16,4.03,3.85,"Tanner Bibee","30134",676440
"Joe Musgrove","SDP",9.738,9.3454,13.9826,3.91436,27.54,27.54,0,0,,158.921,668.298,152.675,74.6721,69.1194,21.7016,40.7722,1.1729,9.7391,150.269,8.51003,2.309,3.68558,1.229,0.224854,0.061009,0.16384487226605415,0.247132,1.21725,0.293784,0.728391,0.420085,,3.97276,2.30567,2.24235,219.7899932861328,,,,,,,655.2,4.120754716981132,656,4.1257861635220126,5.58,5.02,4.66,4.37,4.11,3.87,3.63,3.36,3.03,4.9,4.65,4.47,4.33,4.2,4.07,3.94,3.79,3.59,"Joe Musgrove","12970",605397
"Grayson Rodriguez","LAA",7.6931,7.9209,11.4428,3.81398,22.68,22.68,0,0,,128.892,540.879,117.429,59.0933,54.6211,16.6127,43.6284,0.3662,4.6418,135.535,9.4639,3.0464,3.10658,1.16,0.250583,0.080662,0.1699211746454239,0.238381,1.24955,0.296116,0.739944,0.425087,,3.83111,2.28664,2.19822,263.8999938964844,,,,,,,566.3,4.389922480620155,549,4.255813953488372,5.59,4.98,4.58,4.26,3.98,3.73,3.47,3.19,2.84,4.83,4.56,4.38,4.23,4.09,3.96,3.82,3.67,3.46,"Grayson Rodriguez","24492",680570
"Mitch Keller","PIT",9.9032,11.6067,14.503,4.35214,30.78,30.78,0,0,,179.816,771.08,182.26,93.6125,86.9537,23.0364,54.9001,0.6331,10.0333,155.462,7.78106,2.74782,2.83173,1.153,0.201616,0.071199,0.13041694462299347,0.258105,1.3189,0.30176,0.700542,0.427282,,4.15479,2.2852,2.10489,609.5499877929688,,,,,,,690.8999999999999,3.8383333333333325,716,3.977777777777778,5.97,5.45,5.11,4.83,4.59,4.36,4.12,3.86,3.53,5.26,5.05,4.9,4.78,4.66,4.56,4.44,4.31,4.13,"Mitch Keller","17594",656605
"Brady Singer","CIN",9.9081,11.3498,13.7676,4.36678,30.78,30.78,0,0,,175.599,756.568,176.479,91.7743,85.2004,26.5545,55.9868,0.4396,9.7136,163.782,8.39431,2.86949,2.92536,1.361,0.21648,0.074001,0.14247892796993256,0.255445,1.32384,0.29953,0.720425,0.439209,,4.35807,2.28357,2.28702,346.30999755859375,,,,,,,642.7000000000002,3.6517045454545465,659,3.7443181818181817,6,5.48,5.13,4.85,4.6,4.37,4.13,3.87,3.53,5.29,5.07,4.92,4.8,4.68,4.57,4.45,4.32,4.14,"Brady Singer","25377",663903
"Carlos Rodón","NYY",10.0449,9.1857,14.1039,4.02073,27.54,27.54,0,0,,161.648,688.156,144.564,77.4117,72.2158,23.1157,58.6557,0.4212,7.2394,175.101,9.74904,3.26575,2.98524,1.287,0.25445,0.0852361,0.16921397298574448,0.23232,1.25717,0.286405,0.736332,0.363994,,4.05062,2.24523,2.07011,193.2100067138672,,,,,,,690.9000000000001,4.264814814814815,663,4.092592592592593,5.6,5.08,4.73,4.45,4.2,3.97,3.73,3.48,3.15,4.87,4.66,4.52,4.4,4.29,4.18,4.07,3.94,3.77,"Carlos Rodon","16137",607074
"Matthew Boyd","CHC",10.638,9.8785,15.6398,3.93195,29.16,29.16,0,0,,173.75,730.656,164.338,81.7465,75.9085,24.1513,52.239,0.4968,7.3548,155.908,8.07582,2.7059,2.98452,1.251,0.213381,0.071496,0.14188510179519653,0.244892,1.24648,0.285511,0.737725,0.377624,,4.17647,2.24419,2.63772,234.27999877929688,,,,,,,701.0000000000001,4.028735632183909,693,3.9827586206896552,5.52,4.99,4.65,4.37,4.13,3.9,3.66,3.41,3.09,4.86,4.63,4.46,4.33,4.21,4.09,3.96,3.82,3.64,"Matthew Boyd","15440",571510
"David Peterson","NYM",11.0551,9.196,15.8644,3.65473,29.16,29.16,0,0,,169.662,728.474,162.944,76.0612,68.8963,17.3055,65.3572,0.6585,7.5433,149.988,7.9564,3.46699,2.2949,0.918,0.205894,0.089718,0.11617600172758102,0.248552,1.34563,0.298269,0.746006,0.515639,,3.98209,2.19077,2.80757,489.6600036621094,,,,,,,706.1000000000001,4.153529411764707,710,4.176470588235294,5.28,4.77,4.43,4.16,3.93,3.71,3.48,3.24,2.92,4.6,4.39,4.24,4.12,4.01,3.91,3.8,3.67,3.5,"David Peterson","20302",656849
"Zac Gallen","ARI",10.7998,10.9069,15.5293,4.2441,30.78,30.78,0,0,,183.879,792.582,186.283,93.5713,86.7112,23.2913,59.2574,0.6404,6.4683,173.792,8.50632,2.90037,2.93284,1.14,0.219274,0.074765,0.14450883865356445,0.256286,1.33534,0.307663,0.713696,0.42959,,3.96383,2.17115,2.24157,223.6199951171875,,,,,,,748.1000000000003,4.065760869565219,774,4.206521739130435,5.84,5.33,4.99,4.72,4.48,4.26,4.03,3.77,3.44,5.15,4.94,4.79,4.67,4.56,4.45,4.34,4.21,4.04,"Zac Gallen","19291",668678
"Braxton Garrett","MIA",7.9643,8.3299,10.9746,3.84781,30.68,22.68,0,0.6382,,135.036,568.724,134.773,62.9264,57.7323,15.5891,33.82,0.6817,7.402,118.057,7.86839,2.25407,3.49075,1.039,0.207582,0.0594665,0.14811578020453453,0.255493,1.24851,0.302609,0.719956,0.473805,,3.80319,2.15641,2.1918,585.3400268554688,,,,,,,568.2,4.20888888888889,584,4.325925925925926,5.82723,5.09592,4.64734,4.29832,3.99876,3.71573,3.44625,3.15974,2.79796,4.90208,4.63327,4.44445,4.29505,4.15564,4.02623,3.88682,3.73682,3.5286,"Braxton Garrett","21844",666129
"Casey Mize","DET",9.004,9.6195,12.1586,4.06939,27.54,27.54,0,0,,150.592,637.559,149.451,73.52,68.0906,20.0789,41.7015,0.4998,4.8639,133.108,7.9551,2.49226,3.19192,1.2,0.208777,0.0654081,0.143369160592556,0.252881,1.26935,0.295501,0.721486,0.415917,,4.02832,2.15225,1.8475,279.7900085449219,,,,,,,609.0000000000001,4.033112582781458,620,4.105960264900662,5.78,5.21,4.84,4.54,4.27,4.03,3.78,3.51,3.16,5.05,4.81,4.63,4.49,4.37,4.24,4.11,3.97,3.77,"Casey Mize","20492",663554
"Cade Cavalli","WSN",8.5223,9.5997,13.3082,3.98486,25.92,25.92,0,0,,151.72,648.1,149.972,73.3916,67.1759,16.8915,51.7488,0.5476,8.2931,127.239,7.54778,3.06973,2.45878,1.002,0.196326,0.0798469,0.11647894233465195,0.25503,1.32956,0.299781,0.720657,0.499549,,4.09241,2.13657,2.33221,387.8299865722656,,,,,,,599.6999999999999,3.945394736842105,613,4.032894736842105,5.78,5.19,4.8,4.5,4.22,3.97,3.72,3.44,3.09,5.12,4.83,4.63,4.46,4.32,4.17,4.03,3.86,3.64,"Cade Cavalli","27473",676917
"Michael Wacha","KCR",9.6045,10.7437,13.3941,4.44443,29.16,29.16,0,0,,170.047,727.008,175.67,89.9025,83.9737,24.2412,50.0465,0.4464,5.6074,135.003,7.1452,2.64878,2.69754,1.283,0.185696,0.068839,0.11685703694820404,0.261666,1.32738,0.295696,0.708181,0.377434,,4.38239,2.12357,1.78463,668.47998046875,,,,,,,607.1999999999999,3.5717647058823525,640,3.764705882352941,6.09,5.55,5.19,4.91,4.66,4.41,4.17,3.9,3.56,5.36,5.14,4.98,4.85,4.74,4.62,4.5,4.36,4.18,"Michael Wacha","14078",608379
"Ryan Pepiot","TBR",10.0532,11.1469,13.9511,4.27207,30.78,30.78,0,0,,174.756,745.864,164.04,88.7059,82.9522,27.4755,62.7249,0.446,7.5459,179.131,9.22533,3.23036,2.85582,1.415,0.240166,0.084097,0.1560690626502037,0.242808,1.29761,0.29119,0.733189,0.372266,,4.33528,2.07461,1.90807,133.7899932861328,,,,,,,681.5000000000001,3.894285714285715,669,3.822857142857143,5.88,5.35,5,4.71,4.46,4.23,3.99,3.72,3.39,5.21,4.97,4.8,4.67,4.54,4.42,4.3,4.15,3.96,"Ryan Pepiot","26221",686752
"Nolan McLean","NYM",9.6905,8.2117,13.6479,3.71293,25.92,25.92,0,0,,149.04,637.468,137.578,67.5506,61.4861,15.5498,57.7559,0.5482,8.18,141.235,8.52867,3.48768,2.44537,0.939,0.221556,0.090602,0.1309538632631302,0.240718,1.31061,0.294223,0.736231,0.499151,,3.92342,2.01795,2.30694,94.37999725341797,,,,,,,631.0000000000002,4.234899328859062,621,4.167785234899329,5.44,4.88,4.51,4.21,3.95,3.71,3.47,3.21,2.87,4.75,4.49,4.32,4.18,4.05,3.92,3.79,3.65,3.45,"Nolan McLean","33703",690997
"Andrew Abbott","CIN",9.2185,11.005,12.7127,4.53415,29.16,29.16,0,0,,167.628,718.202,165.643,89.7595,84.4502,29.6143,54.0023,0.5983,4.7523,154.674,8.30449,2.8994,2.86421,1.59,0.215363,0.075191,0.1401718407869339,0.251185,1.31032,0.286281,0.728938,0.329747,,4.63788,2.01252,1.972,210.69000244140625,,,,,,,575.6,3.4261904761904765,583,3.4702380952380953,6.17,5.63,5.26,4.97,4.71,4.47,4.22,3.95,3.6,5.45,5.21,5.05,4.92,4.79,4.67,4.55,4.41,4.22,"Andrew Abbott","29911",671096
"Shane Bieber","TOR",7.7627,6.792,10.813,3.83607,21.06,21.06,0,0,,121.153,508.619,120.473,56.1968,51.639,15.2383,28.7003,0.2721,3.8238,111.001,8.24585,2.13204,3.86759,1.132,0.21824,0.0564279,0.16181188821792603,0.253045,1.23128,0.300796,0.727291,0.458183,,3.7432,1.99302,1.74355,219.92999267578125,,,,,,,521.9000000000001,4.313223140495868,533,4.404958677685951,5.66,5.04,4.63,4.31,4.03,3.77,3.51,3.22,2.87,4.84,4.59,4.41,4.27,4.14,4.02,3.89,3.74,3.55,"Shane Bieber","19427",669456
"Gavin Williams","CLE",10.1712,11.1766,15.037,4.07499,30.78,30.78,0,0,,177.33,760.42,162.745,86.7149,80.2908,22.7967,76.3994,0.6441,6.2628,180.841,9.17818,3.87749,2.36704,1.157,0.237817,0.10047,0.13734686374664307,0.240122,1.34858,0.295174,0.73556,0.42136,,4.16521,1.9815,2.03523,146.58999633789062,,,,,,,719.1000000000001,4.06271186440678,702,3.9661016949152543,5.69,5.17,4.82,4.54,4.3,4.07,3.83,3.57,3.25,5.02,4.79,4.63,4.5,4.38,4.26,4.14,4,3.81,"Gavin Williams","30122",668909
"Gerrit Cole","NYY",8.3461,7.5503,11.8662,3.98904,22.68,22.68,0,0,,134.18,564.969,124.203,63.8601,59.4722,20.0376,39.2919,0.3537,4.9435,136.987,9.18826,2.63546,3.48639,1.344,0.242468,0.069547,0.17292097955942154,0.238516,1.21847,0.286398,0.735626,0.379734,,4.02365,1.95312,1.68088,274.6600036621094,,,,,,,565.1999999999999,4.217910447761193,552,4.119402985074627,5.72,5.12,4.73,4.42,4.15,3.9,3.64,3.36,3.01,4.93,4.69,4.52,4.38,4.25,4.13,4,3.86,3.67,"Gerrit Cole","13125",543037
"Chris Bassitt","BAL",10.6475,10.7338,13.9636,4.29018,39.16,29.16,0,0.6567,,181.374,779.96,180.657,93.2596,86.4586,24.5661,61.0971,1.1672,10.9093,163.881,8.13196,3.03171,2.6823,1.219,0.210114,0.0783336,0.1317804753780365,0.255182,1.3329,0.30046,0.716114,0.438922,,4.27983,1.94423,1.57059,574.47998046875,,,,,,,677.3000000000001,3.7419889502762436,696,3.845303867403315,6.07097,5.45055,5.05534,4.74667,4.47682,4.23138,3.98036,3.70264,3.36657,5.20093,4.99203,4.84258,4.71369,4.60424,4.49479,4.38534,4.25589,4.087,"Chris Bassitt","12304",605135
"Reid Detmers","LAA",8.3911,9.3742,11.6072,4.04284,34.3,24.3,0,0.6283,,148.721,630.869,135.119,71.8145,66.8063,20.2096,56.9761,1.2928,6.6657,156.752,9.48598,3.44796,2.75119,1.223,0.24847,0.0903137,0.15815628319978714,0.23821,1.29165,0.29444,0.734307,0.397212,,4.07748,1.93789,2.02154,350.0299987792969,,,,,,,631.6000000000001,4.238926174496645,611,4.100671140939597,5.91077,5.22924,4.79016,4.4499,4.15905,3.89426,3.6335,3.34611,2.99342,4.98016,4.7415,4.58217,4.44352,4.31419,4.19486,4.07554,3.92755,3.74823,"Reid Detmers","27468",672282
"Shota Imanaga","CHC",9.1414,8.988,13.0493,4.11299,25.92,25.92,0,0,,152.374,635.422,149.516,74.3019,69.6348,26.1576,33.2103,0.4029,4.2033,138.096,8.15664,1.96157,4.15822,1.545,0.217329,0.052265,0.16506416350603104,0.250022,1.19919,0.284395,0.742095,0.335111,,4.29083,1.9291,2.05045,175.75999450683594,,,,,,,580,3.8157894736842106,587,3.861842105263158,5.74,5.19,4.82,4.53,4.27,4.03,3.79,3.52,3.18,4.99,4.76,4.61,4.48,4.36,4.25,4.13,4,3.82,"Shota Imanaga","33829",684007
"Quinn Priester","MIL",9.7157,10.7701,14.7411,4.146,29.16,29.16,0,0,,172.445,740.742,175.957,86.7044,79.4395,20.3868,59.3682,0.5,7.0719,140.1,7.31192,3.09846,2.35985,1.064,0.189135,0.0801469,0.10898802429437637,0.260947,1.36464,0.302776,0.718726,0.510204,,4.203,1.90636,2.04613,274.2099914550781,,,,,,,651.1999999999999,3.7860465116279065,682,3.9651162790697674,5.84,5.31,4.95,4.67,4.42,4.18,3.94,3.68,3.35,5.15,4.92,4.76,4.62,4.5,4.38,4.26,4.12,3.93,"Quinn Priester","25977",682990
"Edward Cabrera","CHC",8.8711,8.5154,11.4013,3.96828,25.92,25.92,0,0,,139.701,592.206,124.676,66.7299,61.5972,16.5313,56.5527,0.3316,7.0905,148.354,9.5574,3.6433,2.62328,1.065,0.25051,0.095495,0.15501517802476883,0.235877,1.29726,0.297363,0.724287,0.455592,,3.9163,1.90461,2.01687,186.69000244140625,,,,,,,605.9,4.327857142857143,583,4.164285714285715,5.7,5.12,4.74,4.44,4.17,3.93,3.68,3.4,3.06,4.91,4.68,4.52,4.39,4.27,4.16,4.04,3.9,3.72,"Edward Cabrera","21690",665795
"Seth Lugo","KCR",9.0667,10.1924,12.7825,4.43761,27.54,27.54,0,0,,161.288,698.52,167.052,85.5058,79.526,22.1502,52.7026,0.6524,6.601,138.147,7.7087,2.94084,2.62125,1.236,0.197771,0.0754489,0.12232190370559692,0.261338,1.36249,0.302559,0.711273,0.412968,,4.31049,1.89886,1.62143,471.2099914550781,,,,,,,582.6000000000001,3.6186335403726715,615,3.8198757763975157,6.13,5.58,5.22,4.92,4.66,4.42,4.17,3.9,3.55,5.38,5.16,5,4.87,4.75,4.63,4.51,4.37,4.19,"Seth Lugo","12447",607625
"Luis Severino","ATH",10.267,11.3801,14.4047,4.50639,30.78,30.78,0,0,,182.424,786.312,187.602,98.1786,91.3417,26.715,58.7068,0.6833,10.4469,149.068,7.35436,2.89633,2.5392,1.318,0.189579,0.0746609,0.11491812020540237,0.26159,1.35019,0.297181,0.709069,0.423695,,4.54186,1.89848,1.7461,694.8599853515625,,,,,,,616.8999999999999,3.3895604395604386,650,3.5714285714285716,6.15,5.62,5.28,4.99,4.75,4.51,4.27,4.01,3.67,5.45,5.23,5.07,4.94,4.82,4.71,4.58,4.45,4.26,"Luis Severino","15890",622663
"Trevor Rogers","BAL",9.114,8.8439,12.3445,4.19511,25.92,25.92,0,0,,149.479,640.443,150.721,75.3479,69.6758,19.2662,50.5476,1.0189,5.2817,126.79,7.63392,3.04342,2.50834,1.16,0.197973,0.078926,0.11904697120189667,0.257812,1.34646,0.299743,0.722453,0.434913,,4.23474,1.89075,1.55035,165.66000366210938,,,,,,,562.3000000000001,3.773825503355705,584,3.9194630872483223,5.93,5.36,4.98,4.68,4.42,4.17,3.92,3.64,3.29,5.18,4.94,4.77,4.64,4.51,4.39,4.26,4.12,3.93,"Trevor Rogers","22286",669432
"Reynaldo López","ATL",9.4212,8.5733,11.7874,4.05519,36.3,24.3,0,0.6514,,152.047,644.476,143.066,73.7056,68.5086,19.4958,52.7157,0.6841,4.9721,154.584,9.15019,3.12037,2.93241,1.154,0.23986,0.0817962,0.1580635905265808,0.243813,1.28765,0.299414,0.724541,0.400997,,3.90688,1.89045,2.062,337.4100036621094,,,,,,,659.3,4.3374999999999995,653,4.296052631578948,5.98418,5.27684,4.82318,4.47003,4.17635,3.89899,3.62636,3.32768,2.96215,5.08844,4.82002,4.6216,4.47239,4.32396,4.19396,4.04554,3.88633,3.67791,"Reynaldo Lopez","16400",625643
"Clay Holmes","NYM",9.8196,8.9656,13.28,3.88196,27.54,27.54,0,0,,153.997,666.076,151.254,73.2119,66.4232,14.4072,61.8291,0.4762,8.7549,128.447,7.50679,3.61347,2.07745,0.842,0.192841,0.0928259,0.10001502186059952,0.253999,1.38369,0.302332,0.725049,0.543163,,4.05823,1.88465,2.09224,430.1000061035156,,,,,,,617.8000000000001,4.011688311688312,631,4.097402597402597,5.63,5.07,4.71,4.42,4.16,3.92,3.68,3.41,3.08,4.91,4.67,4.51,4.37,4.25,4.13,4.01,3.87,3.68,"Clay Holmes","13649",605280
"Max Meyer","MIA",8.3729,9.4159,11.6565,4.05889,34.3,24.3,0,0.6382,,149.11,632.343,145.869,72.9169,67.2468,18.6388,48.3834,0.6645,5.5981,137.216,8.2821,2.92033,2.83602,1.125,0.216996,0.0765145,0.14048181474208832,0.252211,1.30274,0.301132,0.721556,0.461785,,4.00574,1.88432,2.04555,640.030029296875,,,,,,,605.3000000000001,4.062416107382551,614,4.120805369127517,6.02864,5.31402,4.86305,4.51153,4.2094,3.93398,3.66191,3.36386,2.99984,5.14171,4.86305,4.6644,4.50507,4.36574,4.22641,4.08708,3.91842,3.70909,"Max Meyer","27474",676974
"Jeffrey Springs","ATH",9.9347,11.3026,12.8618,4.61895,30.78,30.78,0,0,,175.278,756.16,179.379,95.9085,89.9555,29.3103,55.9997,0.4673,5.3967,150.24,7.71437,2.87542,2.68287,1.505,0.198688,0.074058,0.12462986260652542,0.258187,1.34289,0.291274,0.717645,0.35743,,4.64556,1.87397,1.50837,722.239990234375,,,,,,,589.9,3.3708571428571426,615,3.5142857142857142,6.29,5.74,5.37,5.08,4.82,4.57,4.32,4.05,3.69,5.61,5.35,5.18,5.03,4.9,4.77,4.63,4.48,4.28,"Jeffrey Springs","17677",605488
"Bubba Chandler","PIT",8.8159,10.2189,12.0314,4.31119,35.92,25.92,0,0.6612,,160.414,695.191,155.933,82.7704,76.8416,20.6221,62.859,0.8182,7.9808,146.247,8.20517,3.5267,2.32659,1.157,0.210369,0.0904198,0.11994963139295578,0.249752,1.36392,0.295773,0.716201,0.414659,,4.30781,1.83059,1.81182,150.97000122070312,,,,,,,603.1,3.769375,610,3.8125,6.23037,5.54062,5.10075,4.75958,4.46776,4.20156,3.92971,3.63161,3.26662,5.33764,5.07826,4.89951,4.75013,4.61138,4.482,4.34262,4.19325,3.98512,"Bubba Chandler","29868",696149
"Shane Baz","BAL",9.5511,9.5396,12.8253,4.29438,27.54,27.54,0,0,,158.884,680.445,152.862,81.5362,75.812,22.6674,57.98,0.4396,7.3502,155.536,8.81036,3.28429,2.68258,1.284,0.22858,0.0852089,0.14337102323770523,0.248509,1.32702,0.297988,0.721945,0.421886,,4.26549,1.82557,1.45319,200.89999389648438,,,,,,,612.9000000000001,3.854716981132076,613,3.8553459119496853,6,5.44,5.06,4.77,4.5,4.26,4.01,3.73,3.38,5.28,5.03,4.86,4.72,4.59,4.47,4.34,4.19,3.99,"Shane Baz","22264",669358
"Brayan Bello","BOS",8.8645,10.0945,11.984,4.42219,27.54,27.54,0,0,,156.091,678.95,164.134,83.1842,76.6958,18.3667,54.9359,0.463,8.3097,129.592,7.47212,3.16754,2.35897,1.059,0.190871,0.080913,0.10995803028345108,0.266579,1.40348,0.311638,0.702773,0.497332,,4.21989,1.81365,1.65721,436.760009765625,,,,,,,577.6000000000001,3.7025641025641036,617,3.9551282051282053,6.17,5.62,5.25,4.95,4.69,4.44,4.19,3.91,3.56,5.4,5.18,5.02,4.89,4.77,4.66,4.54,4.4,4.22,"Brayan Bello","23920",678394
"Shane Smith","CHW",9.0043,11.2726,13.3422,4.37399,29.16,29.16,0,0,,168.339,724.04,162.527,87.887,81.8128,23.5675,64.827,0.753,9.5848,153.772,8.22116,3.46587,2.37203,1.26,0.21238,0.0895351,0.12284500896930695,0.250184,1.35057,0.294225,0.717572,0.416749,,4.45431,1.80979,1.62709,255.6199951171875,,,,,,,607.2,3.6142857142857148,611,3.636904761904762,6.08,5.52,5.15,4.85,4.59,4.34,4.09,3.81,3.46,5.4,5.14,4.96,4.8,4.67,4.54,4.4,4.24,4.03,"Shane Smith","31687",681343
"Brandon Pfaadt","ARI",9.8424,10.1357,12.8497,4.31019,29.16,29.16,0,0,,164.052,695.43,170.549,84.3934,78.5661,23.1131,39.0713,0.8818,6.7846,142.291,7.80619,2.14348,3.64183,1.268,0.204609,0.0561829,0.1484258733689785,0.262555,1.27777,0.304513,0.706451,0.411936,,4.07054,1.80168,1.97718,680.280029296875,,,,,,,632.1000000000003,3.8542682926829284,667,4.067073170731708,5.96,5.42,5.06,4.78,4.52,4.28,4.04,3.77,3.43,5.22,5,4.85,4.72,4.61,4.49,4.38,4.24,4.06,"Brandon Pfaadt","27782",694297
"Foster Griffin","WSN",7.1141,7.7712,9.5089,3.90931,34.44,19.44,0,0.651,,125.808,532.409,125.326,59.4569,54.647,15.0131,36.2377,0.7987,5.5557,108.505,7.76216,2.59236,2.99425,1.074,0.203799,0.0680637,0.13573568314313889,0.255446,1.28421,0.300499,0.726504,0.462972,,3.95815,1.78405,1.91831,737.1699829101562,,,,,,,518.9000000000001,4.118253968253969,531,4.214285714285714,6.02158,5.22882,4.73035,4.34703,4.01628,3.71253,3.42436,3.11039,2.7234,4.93777,4.67917,4.49196,4.34336,4.20476,4.07615,3.93755,3.78895,3.58174,"Foster Griffin","16432",656492
"Tatsuya Imai","HOU",8.7337,9.4496,12.4103,4.36868,25.92,25.92,0,0,,152.928,662.6,150.2,80.148,74.2326,19.7277,62.2062,0.6069,7.2787,144.956,8.53082,3.66091,2.33024,1.161,0.218768,0.093882,0.12488590180873871,0.253239,1.38893,0.304534,0.715731,0.456323,,4.27949,1.7614,1.40322,999,,,,,,,579.2,3.78562091503268,588,3.843137254901961,6.12,5.55,5.17,4.87,4.6,4.35,4.09,3.82,3.46,5.37,5.12,4.96,4.82,4.69,4.57,4.44,4.29,4.1,"Tatsuya Imai","sa3062955",837227
"Steven Matz","TBR",7.8815,8.9315,9.5799,4.28043,36.68,22.68,0,0.6616,,139.556,593.077,143.6,71.6622,66.3731,20.034,39.5446,0.6975,5.1947,115.011,7.41708,2.55025,2.90838,1.292,0.193922,0.066677,0.12724502384662628,0.261883,1.31234,0.29898,0.718792,0.445624,,4.31487,1.71505,1.29121,721.7899780273438,,,,,,,514.6,3.6757142857142857,539,3.85,6.37041,5.60502,5.11182,4.73968,4.41959,4.11752,3.82946,3.51642,3.12739,5.33877,5.07078,4.88178,4.73279,4.58479,4.45479,4.3158,4.1578,3.93981,"Steven Matz","13361",571927
"Zebby Matthews","MIN",7.2111,7.4131,8.1899,4.03981,35.44,19.44,0,0.6383,,120.807,505.222,118.332,58.2704,54.2264,16.8861,30.2853,0.6743,3.5623,112.749,8.39966,2.25622,3.72289,1.258,0.223167,0.0599445,0.16322211921215057,0.251037,1.23021,0.296853,0.722911,0.397704,,3.92619,1.71065,1.53173,309.5199890136719,,,,,,,507.50000000000006,4.194214876033058,512,4.231404958677686,6.20836,5.35951,4.8285,4.42274,4.07276,3.75909,3.45173,3.12911,2.72437,4.99588,4.73903,4.56219,4.42377,4.29534,4.16692,4.03008,3.88323,3.68639,"Zebby Matthews","31827",805673
