Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Harrison Spohn",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.194949,0.077545,0.354847,0.218531,0.258441,0.306174,0.250991,0.564616,0.111225,4.02748,0.291847,,-0.00255987,0.0677678,-0.0503899,56.1812,-0.00255987,0.00784248,-0.05449420912191272,0.007842478342354298,-0.00136909,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Harrison Spohn","sa3020093",695461
"Logan Tanner","CIN",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.181917,0.0956413,0.336638,0.284107,0.2611,0.28558,0.246748,0.54668,0.103663,2.54666,0.265568,,-0.00137143,0.0643223,-0.0538354,49.7351,-0.00137143,0.014259,-0.060945765348151326,0.01425904966890812,-0.00137267,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Logan Tanner","sa3020117",683091
"Micah McDowell","MIA",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.208263,0.0902989,0.291219,0.310072,0.287552,0.321467,0.272425,0.609019,0.113204,4.82971,0.286579,,-0.00146678,0.0851701,-0.0329876,70.8641,-0.00146678,-0.0106943,-0.03599881229456514,-0.010694287717342377,-0.00137333,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Micah McDowell","sa3025192",678093
"Jake Lamb",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.21651,0.0841535,0.263694,0.319133,0.293074,0.323152,0.276098,0.616227,0.106642,2.04299,0.283725,,-0.00184462,0.0881524,-0.0300053,77.1148,-0.00184462,-0.0178238,-0.028968302416615188,-0.01782381348311901,-0.00138346,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Jake Lamb","13329",571875
"Juan Villavicencio","PHI",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.197021,0.0722547,0.322754,0.22387,0.26272,0.305059,0.253248,0.567778,0.108038,5.14312,0.280254,,-0.000319328,0.0696004,-0.0485573,57.458,-0.000319328,0.00393692,-0.050740461447276175,0.003936924040317535,-0.00138463,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Juan Villavicencio","sa3018494",800276
"Aeverson Arteaga","SFG",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.206859,0.0516753,0.291135,0.177496,0.250309,0.31464,0.248259,0.564949,0.107782,3.10524,0.277652,,-0.00102318,0.0655496,-0.0526081,58.044,-0.00102318,0.00393692,-0.05074969760607928,0.003936924040317535,-0.00138557,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Aeverson Arteaga","sa3014707",692348
"Juanfel Peguero","TBR",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.196411,0.0813732,0.289403,0.281176,0.268057,0.281017,0.248272,0.549074,0.0846061,2.6855,0.270829,,-0.00242227,0.0655596,-0.0525981,54.6866,-0.00242227,0.00784248,-0.055829456308856606,0.007842478342354298,-0.00138824,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Juanfel Peguero","sa3020282",800346
"Meylin De Leon",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.199084,0.0587867,0.296574,0.198219,0.251878,0.311187,0.24885,0.563065,0.112103,3.45324,0.266178,,-0.000722036,0.0660296,-0.0521282,54.4451,-0.000722036,0.00784248,-0.05471397185465321,0.007842478342354298,-0.00139158,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Meylin De Leon","sa3023878",815006
"Fraymi De Leon","BOS",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.204794,0.0566818,0.302549,0.187347,0.259172,0.300633,0.249003,0.559804,0.0958382,5.08687,0.285132,,0.000827463,0.0661536,-0.0520041,51.8767,0.000827463,0.00784248,-0.05589150812011212,0.007842478342354298,-0.00139459,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Fraymi De Leon","sa3018436",703205
"Nick Pratto","TEX",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.199065,0.0902013,0.323111,0.279165,0.277758,0.339581,0.273859,0.61734,0.140516,4.22698,0.273493,,-0.000296908,0.0863342,-0.0318235,74.6004,-0.000296908,-0.0178238,-0.030233255005441606,-0.01782381348311901,-0.00139541,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Nick Pratto","22117",668472
"Alex Ramírez",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.212278,0.0758831,0.263331,0.288166,0.275231,0.313595,0.26214,0.588826,0.101317,5.68072,0.278915,,0.00109951,0.0768194,-0.0413383,68.4604,0.00109951,-0.0106943,-0.036281405366025865,-0.010694287717342377,-0.00140224,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Alex Ramirez","sa3014695",691267
"Ivan Melendez","ARI",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.213416,0.0605653,0.303542,0.199529,0.274418,0.366214,0.28059,0.640632,0.152798,2.62601,0.277302,,-0.00172329,0.0917994,-0.0263583,76.8143,-0.00172329,-0.0178238,-0.029203119687736034,-0.01782381348311901,-0.00140748,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Ivan Melendez","sa3019859",699471
"Jose Devers","CLE",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.198208,0.0462338,0.309579,0.149344,0.240508,0.303705,0.239349,0.544213,0.105497,4.47216,0.273964,,-0.000492483,0.0583154,-0.0598423,50.6069,-0.000492483,0.0104961,-0.05870797054376453,0.010496087372303009,-0.00141125,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Jose Devers","sa3015292",691410
"Jonny Butler",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.203755,0.0871662,0.269519,0.323414,0.278406,0.32004,0.266758,0.598446,0.116286,5.57517,0.269746,,0.000879128,0.0805692,-0.0375886,67.9575,0.000879128,-0.0106943,-0.03699228150071576,-0.010694287717342377,-0.00141624,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Jonny Butler","sa3017292",695358
"Ryan Johnson","HOU",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.185078,0.0617586,0.393543,0.15693,0.247637,0.301264,0.244386,0.548901,0.116185,3.22578,0.290115,,-0.00133287,0.062405,-0.0557528,53.4675,-0.00133287,0.00784248,-0.056176824728026986,0.007842478342354298,-0.00142378,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Ryan Johnson","sa3022569",802459
"Javier Sanchez","TEX",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.214288,0.0742777,0.254658,0.291677,0.284197,0.332771,0.274469,0.616969,0.118484,2.59778,0.270206,,-0.00107702,0.0868297,-0.031328,75.0208,-0.00107702,-0.0178238,-0.03051788837183267,-0.01782381348311901,-0.00142453,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Javier Sanchez","sa3023975",821795
"Omar De Los Santos",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.202374,0.0457119,0.360845,0.12668,0.246549,0.337423,0.254726,0.583973,0.135049,7.49745,0.293322,,0.00689646,0.0707999,-0.0473578,63.3816,0.00689646,-0.0106943,-0.036503972951322794,-0.010694287717342377,-0.00142501,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Omar De Los Santos","sa3008938",684519
"Aldo Gaxiola","TOR",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.209642,0.0628673,0.269881,0.232944,0.26055,0.310973,0.252791,0.571522,0.101331,2.8764,0.274439,,-0.00107812,0.0692289,-0.0489288,59.2857,-0.00107812,0.000712953,-0.04906471015419811,0.0007129529840312898,-0.00142556,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Aldo Gaxiola","sa3022373",815220
"Christian Olivo","CHC",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.19897,0.070645,0.272388,0.259355,0.266016,0.290709,0.250312,0.556725,0.0917393,4.6127,0.263983,,0.000830565,0.0672163,-0.0509414,58.8492,0.000830565,0.000712953,-0.047941699624061584,0.0007129529840312898,-0.00142813,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Christian Olivo","sa3017877",700840
"Logan Cerny",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.186777,0.0691897,0.349051,0.198223,0.250179,0.303134,0.246164,0.553313,0.116357,5.27105,0.26992,,0.00288153,0.0638483,-0.0543094,54.6921,0.00288153,0.00213886,-0.050519091775640845,0.002138857962563634,-0.00142847,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Logan Cerny","sa3017661",681488
"Elio Prado",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.203513,0.0716773,0.275996,0.259704,0.271386,0.307799,0.258986,0.579185,0.104286,3.83048,0.26923,,-0.00363117,0.0742586,-0.0438991,61.3883,-0.00363117,0.00213886,-0.04939404618926346,0.002138857962563634,-0.00143083,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Elio Prado","sa3008807",682799
"Andres Arias","TOR",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.18755,0.0668877,0.344441,0.194192,0.251369,0.304685,0.24742,0.556055,0.117135,4.17616,0.268769,,-0.0000253729,0.0648679,-0.0532898,55.5855,-0.0000253729,0.00393692,-0.05237299946202256,0.003936924040317535,-0.00143419,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Andres Arias","sa3025145",815914
"Roderick Arias","NYY",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.186373,0.0853159,0.351869,0.242465,0.257859,0.300841,0.249616,0.5587,0.114468,5.66739,0.275248,,0.000851036,0.0666514,-0.0515063,57.6233,0.000851036,0.000657342,-0.04909483983647078,0.0006573420250788331,-0.00143433,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Roderick Arias","sa3019674",703149
"Jeimer Candelario","LAA",2,7,6,1,1,0,0,0,1,1,1,0,2,0,0,0,,0,0,0.214688,0.0771469,0.273632,0.281937,0.284328,0.365579,0.285603,0.649906,0.15089,3.22422,0.271693,-0.00292585,-0.0111377,0.671083,-0.156021,80.1067,-0.0140636,0.0481755,-0.17818965297192335,-0.07682445272803307,-0.00144112,999,,,,,,,2.6,1.3,2.6,1.3,,,,,,,,,,,,,,,,,,,"Jeimer Candelario","13621",600869
"Joshua Mears","SDP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.184167,0.0636509,0.392965,0.161976,0.249487,0.350568,0.262922,0.600054,0.1664,4.58534,0.264392,,-0.0004456,0.0774542,-0.0407035,69.4336,-0.0004456,-0.0106943,-0.036673083261121064,-0.010694287717342377,-0.00144231,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Joshua Mears","sa3010162",687084
"Williams Wong",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.193364,0.0788715,0.317518,0.2484,0.260394,0.298561,0.249974,0.558955,0.105196,2.7865,0.269934,,-0.00137798,0.0669415,-0.0512162,58.1466,-0.00137798,0.00213886,-0.05070704477839172,0.002138857962563634,-0.0014477,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Williams Wong","sa3021830",806773
"Pedro Catuy","ARI",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.196002,0.0595725,0.311651,0.191151,0.250559,0.297379,0.243408,0.547938,0.101377,3.98746,0.273525,,-0.000249096,0.0616112,-0.0565465,51.3435,-0.000249096,0.0104961,-0.05791713029611856,0.010496087372303009,-0.0014478,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Pedro Catuy","sa3021061",806869
"Vaun Brown",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.201337,0.0582338,0.346007,0.168302,0.264491,0.314738,0.257532,0.579229,0.113402,6.99179,0.298618,,0.00543953,0.0730779,-0.0450798,64.3959,0.00543953,-0.0106943,-0.03675868175923824,-0.010694287717342377,-0.00145107,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Vaun Brown","sa3017282",673901
"Nathan Humphreys","PHI",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.195178,0.0805094,0.329475,0.244357,0.264582,0.305291,0.254603,0.569873,0.110113,4.00882,0.279068,,-0.000300612,0.0707001,-0.0474576,58.3859,-0.000300612,0.00213886,-0.04962197667919099,0.002138857962563634,-0.00145415,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Nathan Humphreys","sa3069051",801537
"Shawn Goosenberg",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.210782,0.06559,0.291297,0.225165,0.271665,0.326909,0.2651,0.598574,0.116127,5.14222,0.283748,,0.00105029,0.0792229,-0.0389348,66.9042,0.00105029,-0.0106943,-0.037956937216222286,-0.010694287717342377,-0.0014562,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Shawn Goosenberg","sa3017116",700361
"Ezequiel Pagan",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.223079,0.0445779,0.220431,0.202231,0.268627,0.346188,0.269206,0.614816,0.12311,4.66834,0.267367,,-0.00187425,0.082556,-0.0356017,70.5087,-0.00187425,-0.0106943,-0.03682750533334911,-0.010694287717342377,-0.00145811,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Ezequiel Pagan","sa3007975",681868
"Danyer Cueva",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.209707,0.0374502,0.300602,0.124584,0.242661,0.312872,0.242943,0.555532,0.103165,3.59187,0.285069,,-0.00149566,0.061233,-0.0569247,53.3032,-0.00149566,0.00784248,-0.05653325072489679,0.007842478342354298,-0.00146024,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Danyer Cueva","sa3015725",694227
"Jhorvic Abreus","CLE",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.194326,0.0783463,0.301096,0.260203,0.263223,0.290388,0.248749,0.553612,0.0960627,3.53557,0.269245,,-0.000330357,0.0659476,-0.0522101,57.0825,-0.000330357,0.00213886,-0.050913607905386016,0.002138857962563634,-0.00146884,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Jhorvic Abreus","sa3021838",808094
"Jesus Ordonez",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.215223,0.0573016,0.233674,0.24522,0.271112,0.310848,0.25891,0.58196,0.0956249,3.05254,0.27117,,-0.00180039,0.0741971,-0.0439606,49.294,-0.00180039,0.014259,-0.061897546984255314,0.01425904966890812,-0.00147005,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Jesus Ordonez","sa3010603",691116
"Yoander Rivero",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.18837,0.0919947,0.283902,0.324036,0.266813,0.27495,0.246056,0.541763,0.0865801,2.83357,0.257364,,-0.00116936,0.063761,-0.0543967,54.1617,-0.00116936,0.00784248,-0.05549724982120097,0.007842478342354298,-0.00147172,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Yoander Rivero","sa3008782",682714
"Trace Willhoite","NYM",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.202459,0.0739935,0.317939,0.232728,0.275644,0.338134,0.272261,0.613778,0.135674,4.12343,0.275776,,-0.000676354,0.0850368,-0.0331209,75.3938,-0.000676354,-0.0178238,-0.029839852766599506,-0.01782381348311901,-0.00147263,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Trace Willhoite","sa3066861",688875
"Kavares Tears","SDP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.184075,0.0726064,0.353157,0.205593,0.243913,0.303227,0.242493,0.54714,0.119152,2.70039,0.26488,,-0.0020667,0.0608679,-0.0572898,55.4392,-0.0020667,0.0072165,-0.05488047935068607,0.007216504774987698,-0.00147266,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Kavares Tears","sa3043596",701837
"Anthuan Valencia","CIN",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.205,0.0690538,0.303715,0.227363,0.269043,0.318403,0.26118,0.587446,0.113403,3.03564,0.280694,,-0.000530946,0.0760404,-0.0421173,59.6221,-0.000530946,0.000712953,-0.048387154238298535,0.0007129529840312898,-0.00147371,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Anthuan Valencia","sa3018422",703188
"Dustin Crenshaw","SEA",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.196685,0.0750008,0.279234,0.268595,0.257493,0.288777,0.244352,0.54627,0.0920914,2.92816,0.262051,,-0.00170448,0.062377,-0.0557807,59.4,-0.00170448,0.000712953,-0.04955636651720852,0.0007129529840312898,-0.00147586,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Dustin Crenshaw","sa3025119",695289
"Luis Marinez",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.167898,0.0884256,0.377785,0.234063,0.25217,0.271534,0.238364,0.523704,0.103635,2.5171,0.260023,,-0.00160656,0.0575158,-0.0606419,48.4523,-0.00160656,0.014259,-0.06253135378938168,0.01425904966890812,-0.00147616,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Luis Marinez","sa3016821",692074
"George Wolkow","CHW",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.193708,0.0683485,0.371154,0.184152,0.255596,0.322755,0.255653,0.578351,0.129047,4.64864,0.287655,,0.000435194,0.071553,-0.0466047,60.3966,0.000435194,-0.00262224,-0.04624198901001364,-0.0026222390588372946,-0.00147799,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"George Wolkow","sa3022817",805804
"Evan Edwards",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.200501,0.0884253,0.337417,0.262065,0.279554,0.343933,0.276378,0.623487,0.143432,4.51014,0.280304,,-0.000107376,0.0883791,-0.0297786,73.7519,-0.000107376,-0.0178238,-0.0310438576125307,-0.01782381348311901,-0.00147834,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Evan Edwards","sa3009866",657212
"Yohairo Cuevas","NYM",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.200317,0.0970403,0.29347,0.330665,0.285225,0.292224,0.261959,0.57745,0.0919076,4.49633,0.281927,,0.000495357,0.0766724,-0.0414853,68.3364,0.000495357,-0.0106943,-0.037032512947916985,-0.010694287717342377,-0.00147909,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Yohairo Cuevas","sa3015826",699293
"Jalen Battles","TBR",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.207371,0.0574003,0.29871,0.192161,0.261002,0.308171,0.252386,0.569174,0.1008,4.62225,0.286094,,-0.000953555,0.0689001,-0.0492576,57.5208,-0.000953555,0.00213886,-0.051020290702581406,0.002138857962563634,-0.00147975,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Jalen Battles","sa3020205",689216
"Erick Torres","KCR",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.222816,0.052365,0.19798,0.264497,0.270469,0.309452,0.257092,0.57992,0.0866355,4.18996,0.269003,,-0.00228632,0.0727214,-0.0454364,58.6285,-0.00228632,0.00213886,-0.051047519547864795,0.002138857962563634,-0.00148254,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Erick Torres","sa3018641",805075
"Cal Conley","ATL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.209889,0.052643,0.246941,0.21318,0.254841,0.295014,0.243657,0.549855,0.0851256,5.40732,0.27027,,0.00125419,0.0618127,-0.056345,52.0268,0.00125419,0.00784248,-0.055603926070034504,0.007842478342354298,-0.00148263,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Cal Conley","sa3017080",695462
"Gian Zapata","ARI",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.194765,0.0797554,0.327682,0.243393,0.264352,0.305808,0.254536,0.57016,0.111042,5.08106,0.279269,,0.000197841,0.0706455,-0.0475122,58.9661,0.000197841,0.000657342,-0.048435853866976686,0.0006573420250788331,-0.00148438,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Gian Zapata","sa3021079",806979
"Michell Ojeda","PIT",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.202308,0.0658284,0.309495,0.212696,0.260556,0.316481,0.255505,0.577038,0.114173,4.15608,0.277998,,-0.00102541,0.0714327,-0.046725,58.7309,-0.00102541,0.00213886,-0.04993780504446477,0.002138857962563634,-0.00148647,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Michell Ojeda","sa3023737",820962
"Yannic Walther","MIL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.181131,0.0833663,0.343657,0.242586,0.253186,0.271854,0.237462,0.525041,0.0907227,2.17726,0.27035,,-0.00165773,0.0567835,-0.0613742,49.009,-0.00165773,0.014259,-0.06209258723538369,0.01425904966890812,-0.00149001,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Yannic Walther","sa3021064",806921
"Yordalin Pena","STL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.206005,0.0509454,0.304342,0.167395,0.249656,0.319226,0.249405,0.568881,0.11322,5.48388,0.282946,,-0.000917378,0.0664795,-0.0516782,58.5833,-0.000917378,0.00213886,-0.050004753400571644,0.002138857962563634,-0.00149332,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Yordalin Pena","sa3018489",800266
"Randal Diaz","WSN",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.209907,0.0628985,0.228011,0.275858,0.264828,0.29606,0.250123,0.560889,0.0861536,5.00934,0.263633,,0.00101674,0.0670632,-0.0510945,56.9478,0.00101674,0.00213886,-0.050009000580757856,0.002138857962563634,-0.00149375,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Randal Diaz","sa3030270",695538
"Patrick Lee","DET",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.190777,0.0913169,0.379928,0.240353,0.275133,0.300553,0.259734,0.575686,0.109776,6.4294,0.304453,,0.00502663,0.0748664,-0.0432913,63.2144,0.00502663,-0.0106943,-0.03832951374351978,-0.010694287717342377,-0.00149432,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Patrick Lee","sa3023666",815268
"Erick Brito","PHI",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.217997,0.0604675,0.21684,0.278858,0.27374,0.298029,0.2554,0.571769,0.0800321,5.44798,0.274156,,0.000114369,0.0713469,-0.0468108,58.9316,0.000114369,0.000657342,-0.0485601811305969,0.0006573420250788331,-0.0014971,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Erick Brito","sa3011753",684081
"Kenni Gomez","HOU",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.211649,0.0434486,0.302378,0.14369,0.248532,0.322555,0.249553,0.571086,0.110905,5.40214,0.289193,,-0.000555648,0.0666004,-0.0515573,57.0272,-0.000555648,0.00213886,-0.051204125164076686,0.002138857962563634,-0.00149856,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Kenni Gomez","sa3018430",703198
"J.J. D'Orazio","LAA",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.214675,0.058771,0.255905,0.229659,0.262429,0.309423,0.252751,0.571853,0.0947479,2.93156,0.280213,,-0.00178849,0.0691969,-0.0489608,57.7438,-0.00178849,0.00393692,-0.051870831404812634,0.003936924040317535,-0.00150028,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"J.J. D'Orazio","sa3008876",683490
"Michael Curialle",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.202424,0.053365,0.303954,0.175569,0.264836,0.298227,0.252078,0.563063,0.0958032,3.28943,0.284788,,-0.0017493,0.0686498,-0.0495079,60.4144,-0.0017493,0.000712953,-0.04866645915899426,0.0007129529840312898,-0.00150228,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Michael Curialle","sa3019837",683152
"Bryan Acuna","MIN",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.192733,0.090114,0.331939,0.271478,0.271242,0.270978,0.247136,0.54222,0.0782451,2.51667,0.288446,,-0.0028039,0.0646379,-0.0535198,54.0288,-0.0028039,0.00784248,-0.056986286072060466,0.007842478342354298,-0.0015066,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Bryan Acuna","sa3018427",703195
"Carlos Arroyo",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.199284,0.0656098,0.309946,0.211681,0.263844,0.299795,0.252199,0.563639,0.10051,4.16077,0.278533,,-0.000245701,0.0687484,-0.0494093,57.8787,-0.000245701,0.00213886,-0.05016820866148919,0.002138857962563634,-0.00151004,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Carlos Arroyo","sa3005576",678863
"Filippo Di Turi","MIL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.187821,0.094024,0.319033,0.294716,0.264589,0.291274,0.250242,0.555863,0.103453,2.76599,0.265441,,-0.0019982,0.0671591,-0.0509986,57.7633,-0.0019982,0.00393692,-0.05205744435079396,0.003936924040317535,-0.00151937,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Filippo Di Turi","sa3021093",806995
"Blayberg Diaz","MIL",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.203088,0.0426158,0.269325,0.158232,0.247135,0.284958,0.236534,0.532092,0.0818699,2.47516,0.268889,,-0.00127588,0.0560297,-0.062128,48.373,-0.00127588,0.014259,-0.06246456608641893,0.01425904966890812,-0.00152807,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Blayberg Diaz","sa3015352",691600
"Ichiro Cano","CIN",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0.194,0.1008,0.329954,0.305498,0.282531,0.295786,0.262229,0.578317,0.101786,2.64194,0.284449,,-0.00192984,0.0768918,-0.041266,60.3403,-0.00192984,0.000712953,-0.04893474653363228,0.0007129529840312898,-0.00152973,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Ichiro Cano","sa3023708",802560
